state,city,population,violent_crime,murder_and_nonnegligent_manslaughter,rape,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,arson,year
TEXAS,Ganado,2063.0,3.0,0.0,2.0,0.0,1.0,18.0,8.0,7.0,3.0,0.0,2019-12-31
TEXAS,Garden Ridge,4124.0,0.0,0.0,0.0,0.0,0.0,36.0,9.0,23.0,4.0,0.0,2019-12-31
TEXAS,Garland,244277.0,738.0,11.0,139.0,250.0,338.0,6311.0,1003.0,4337.0,971.0,9.0,2019-12-31
TEXAS,Gatesville,12311.0,23.0,0.0,13.0,0.0,10.0,202.0,62.0,135.0,5.0,2.0,2019-12-31
TEXAS,Georgetown,78332.0,81.0,0.0,25.0,8.0,48.0,730.0,103.0,586.0,41.0,1.0,2019-12-31
TEXAS,Giddings5,5124.0,26.0,0.0,7.0,2.0,17.0,103.0,0.0,97.0,6.0,0.0,2019-12-31
TEXAS,Gilmer5,5164.0,32.0,0.0,4.0,2.0,26.0,147.0,15.0,120.0,12.0,2.0,2019-12-31
TEXAS,Gladewater,6349.0,14.0,0.0,2.0,2.0,10.0,180.0,41.0,127.0,12.0,1.0,2019-12-31
TEXAS,Glenn Heights,13520.0,45.0,0.0,2.0,10.0,33.0,249.0,54.0,179.0,16.0,0.0,2019-12-31
TEXAS,Gonzales,7655.0,81.0,1.0,11.0,1.0,68.0,168.0,25.0,130.0,13.0,0.0,2019-12-31
TEXAS,Graham,8670.0,10.0,1.0,3.0,1.0,5.0,69.0,9.0,55.0,5.0,2.0,2019-12-31
TEXAS,Granbury5,10752.0,26.0,1.0,4.0,6.0,15.0,444.0,34.0,390.0,20.0,0.0,2019-12-31
TEXAS,Grand Prairie,196971.0,428.0,5.0,45.0,135.0,243.0,4140.0,504.0,3133.0,503.0,11.0,2019-12-31
TEXAS,Grand Saline,3171.0,4.0,0.0,1.0,0.0,3.0,34.0,13.0,18.0,3.0,0.0,2019-12-31
TEXAS,Granite Shoals,5137.0,7.0,0.0,1.0,1.0,5.0,35.0,5.0,23.0,7.0,0.0,2019-12-31
TEXAS,Greenville5,28613.0,77.0,2.0,8.0,22.0,45.0,635.0,102.0,484.0,49.0,6.0,2019-12-31
TEXAS,Gregory,1917.0,3.0,1.0,2.0,0.0,0.0,18.0,3.0,8.0,7.0,0.0,2019-12-31
TEXAS,Groesbeck,4302.0,5.0,0.0,0.0,0.0,5.0,55.0,6.0,46.0,3.0,0.0,2019-12-31
TEXAS,Groves,15601.0,85.0,0.0,8.0,9.0,68.0,304.0,58.0,215.0,31.0,1.0,2019-12-31
TEXAS,Gun Barrel City,6273.0,10.0,0.0,2.0,1.0,7.0,110.0,35.0,59.0,16.0,0.0,2019-12-31
TEXAS,Gunter,1614.0,2.0,0.0,0.0,0.0,2.0,10.0,3.0,7.0,0.0,0.0,2019-12-31
TEXAS,Hallettsville,2634.0,13.0,0.0,1.0,0.0,12.0,39.0,5.0,32.0,2.0,1.0,2019-12-31
TEXAS,Haltom City,44582.0,126.0,2.0,46.0,21.0,57.0,1171.0,210.0,792.0,169.0,3.0,2019-12-31
TEXAS,Hamilton,3008.0,10.0,0.0,3.0,0.0,7.0,35.0,12.0,22.0,1.0,0.0,2019-12-31
TEXAS,Hamlin,1982.0,2.0,0.0,0.0,0.0,2.0,9.0,2.0,6.0,1.0,0.0,2019-12-31
TEXAS,Harker Heights5,32527.0,65.0,0.0,14.0,17.0,34.0,529.0,68.0,419.0,42.0,4.0,2019-12-31
TEXAS,Harlingen,65481.0,273.0,0.0,54.0,54.0,165.0,3152.0,443.0,2613.0,96.0,10.0,2019-12-31
TEXAS,Haskell5,3234.0,8.0,0.0,1.0,0.0,7.0,34.0,10.0,15.0,9.0,0.0,2019-12-31
TEXAS,Hawkins,1331.0,4.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,1.0,0.0,2019-12-31
TEXAS,Hearne,4510.0,16.0,0.0,0.0,4.0,12.0,171.0,55.0,97.0,19.0,1.0,2019-12-31
TEXAS,Heath,9179.0,12.0,0.0,5.0,1.0,6.0,46.0,9.0,34.0,3.0,0.0,2019-12-31
TEXAS,Hedwig Village,2684.0,6.0,0.0,0.0,6.0,0.0,205.0,6.0,193.0,6.0,0.0,2019-12-31
TEXAS,Helotes5,9881.0,2.0,0.0,1.0,0.0,1.0,81.0,13.0,63.0,5.0,1.0,2019-12-31
TEXAS,Henderson,13226.0,74.0,4.0,8.0,3.0,59.0,512.0,60.0,428.0,24.0,1.0,2019-12-31
TEXAS,Hereford,14733.0,81.0,0.0,1.0,5.0,75.0,310.0,67.0,217.0,26.0,2.0,2019-12-31
TEXAS,Hewitt,15019.0,13.0,1.0,3.0,2.0,7.0,139.0,20.0,107.0,12.0,0.0,2019-12-31
TEXAS,Hickory Creek,4933.0,5.0,0.0,4.0,0.0,1.0,57.0,5.0,48.0,4.0,0.0,2019-12-31
TEXAS,Hidalgo,14281.0,50.0,0.0,8.0,0.0,42.0,125.0,14.0,103.0,8.0,0.0,2019-12-31
TEXAS,Highland Park,9251.0,9.0,0.0,3.0,1.0,5.0,192.0,35.0,143.0,14.0,1.0,2019-12-31
TEXAS,Highland Village,16721.0,8.0,0.0,5.0,0.0,3.0,108.0,9.0,96.0,3.0,0.0,2019-12-31
TEXAS,Hill Country Village5,1109.0,3.0,0.0,0.0,0.0,3.0,22.0,3.0,18.0,1.0,0.0,2019-12-31
TEXAS,Hillsboro,8476.0,17.0,0.0,0.0,3.0,14.0,262.0,15.0,232.0,15.0,0.0,2019-12-31
TEXAS,Hollywood Park,3406.0,4.0,0.0,1.0,3.0,0.0,31.0,3.0,23.0,5.0,0.0,2019-12-31
TEXAS,Hondo,9459.0,36.0,0.0,8.0,2.0,26.0,173.0,23.0,137.0,13.0,1.0,2019-12-31
TEXAS,Honey Grove5,1718.0,2.0,0.0,1.0,1.0,0.0,23.0,10.0,11.0,2.0,0.0,2019-12-31
TEXAS,Hooks,2743.0,2.0,0.0,0.0,0.0,2.0,18.0,4.0,10.0,4.0,0.0,2019-12-31
TEXAS,Horizon City,20131.0,7.0,0.0,0.0,1.0,6.0,101.0,12.0,85.0,4.0,1.0,2019-12-31
TEXAS,Horseshoe Bay,4030.0,7.0,0.0,2.0,0.0,5.0,28.0,10.0,17.0,1.0,0.0,2019-12-31
TEXAS,Houston,2355606.0,25257.0,275.0,1249.0,9147.0,14586.0,101750.0,17038.0,71614.0,13098.0,485.0,2019-12-31
TEXAS,Howe,3432.0,3.0,1.0,0.0,0.0,2.0,20.0,5.0,13.0,2.0,0.0,2019-12-31
TEXAS,Hudson,4909.0,6.0,0.0,0.0,0.0,6.0,66.0,30.0,31.0,5.0,0.0,2019-12-31
TEXAS,Hudson Oaks,2515.0,6.0,0.0,0.0,3.0,3.0,66.0,5.0,56.0,5.0,0.0,2019-12-31
TEXAS,Humble,16157.0,189.0,1.0,34.0,58.0,96.0,1681.0,110.0,1394.0,177.0,1.0,2019-12-31
TEXAS,Huntington,2107.0,3.0,0.0,0.0,0.0,3.0,26.0,13.0,11.0,2.0,0.0,2019-12-31
TEXAS,Hurst5,39196.0,82.0,1.0,17.0,30.0,34.0,1402.0,93.0,1220.0,89.0,2.0,2019-12-31
TEXAS,Hutchins,5776.0,23.0,1.0,0.0,10.0,12.0,212.0,49.0,122.0,41.0,1.0,2019-12-31
TEXAS,Idalou5,2289.0,10.0,0.0,6.0,0.0,4.0,9.0,1.0,6.0,2.0,0.0,2019-12-31
TEXAS,Ingleside,10366.0,23.0,0.0,11.0,0.0,12.0,174.0,41.0,115.0,18.0,0.0,2019-12-31
TEXAS,Ingram,1888.0,1.0,0.0,0.0,0.0,1.0,28.0,10.0,16.0,2.0,0.0,2019-12-31
TEXAS,Iowa Park,6369.0,3.0,0.0,1.0,0.0,2.0,48.0,8.0,36.0,4.0,0.0,2019-12-31
TEXAS,Irving,245423.0,617.0,5.0,56.0,294.0,262.0,5982.0,719.0,4552.0,711.0,16.0,2019-12-31
TEXAS,Jacinto City,10632.0,13.0,0.0,0.0,5.0,8.0,228.0,20.0,176.0,32.0,0.0,2019-12-31
TEXAS,Jacksboro,4353.0,6.0,0.0,2.0,0.0,4.0,34.0,10.0,21.0,3.0,0.0,2019-12-31
TEXAS,Jarrell,1800.0,1.0,0.0,1.0,0.0,0.0,12.0,4.0,6.0,2.0,0.0,2019-12-31
TEXAS,Jasper,7647.0,28.0,1.0,0.0,0.0,27.0,363.0,80.0,259.0,24.0,1.0,2019-12-31
TEXAS,Jefferson,1945.0,6.0,0.0,0.0,1.0,5.0,12.0,10.0,1.0,1.0,0.0,2019-12-31
TEXAS,Jersey Village5,8006.0,18.0,0.0,0.0,8.0,10.0,185.0,58.0,97.0,30.0,0.0,2019-12-31
TEXAS,Jones Creek,2110.0,2.0,0.0,0.0,1.0,1.0,13.0,2.0,11.0,0.0,0.0,2019-12-31
TEXAS,Jonestown,2118.0,9.0,0.0,3.0,2.0,4.0,37.0,6.0,29.0,2.0,0.0,2019-12-31
TEXAS,Joshua5,8115.0,6.0,0.0,0.0,1.0,5.0,54.0,12.0,36.0,6.0,0.0,2019-12-31
TEXAS,Jourdanton,4537.0,1.0,0.0,0.0,0.0,1.0,10.0,2.0,7.0,1.0,0.0,2019-12-31
TEXAS,Karnes City,3439.0,9.0,0.0,0.0,0.0,9.0,47.0,17.0,29.0,1.0,0.0,2019-12-31
TEXAS,Katy,19966.0,60.0,0.0,20.0,19.0,21.0,793.0,61.0,693.0,39.0,0.0,2019-12-31
TEXAS,Kaufman,7580.0,17.0,0.0,4.0,2.0,11.0,149.0,19.0,115.0,15.0,0.0,2019-12-31
TEXAS,Keene,6584.0,10.0,0.0,1.0,2.0,7.0,46.0,19.0,23.0,4.0,0.0,2019-12-31
TEXAS,Keller,48387.0,25.0,0.0,4.0,3.0,18.0,349.0,33.0,302.0,14.0,0.0,2019-12-31
TEXAS,Kenedy5,3465.0,43.0,0.0,2.0,2.0,39.0,140.0,37.0,87.0,16.0,1.0,2019-12-31
TEXAS,Kennedale5,8792.0,19.0,0.0,5.0,3.0,11.0,133.0,27.0,97.0,9.0,1.0,2019-12-31
TEXAS,Kerens5,1532.0,9.0,0.0,0.0,0.0,9.0,13.0,7.0,5.0,1.0,1.0,2019-12-31
TEXAS,Kermit,6321.0,22.0,1.0,0.0,1.0,20.0,135.0,58.0,61.0,16.0,2.0,2019-12-31
TEXAS,Kerrville5,23902.0,50.0,1.0,8.0,1.0,40.0,301.0,19.0,264.0,18.0,2.0,2019-12-31
TEXAS,Kilgore,15047.0,46.0,2.0,6.0,7.0,31.0,316.0,59.0,231.0,26.0,0.0,2019-12-31
TEXAS,Killeen,151832.0,583.0,14.0,105.0,124.0,340.0,3432.0,818.0,2296.0,318.0,29.0,2019-12-31
TEXAS,Kingsville,25401.0,130.0,1.0,26.0,14.0,89.0,753.0,183.0,553.0,17.0,2.0,2019-12-31
TEXAS,Kirby,8841.0,22.0,0.0,2.0,4.0,16.0,158.0,53.0,76.0,29.0,1.0,2019-12-31
TEXAS,Knox City,1110.0,2.0,0.0,1.0,0.0,1.0,26.0,14.0,11.0,1.0,0.0,2019-12-31
TEXAS,Kountze,2094.0,6.0,0.0,0.0,0.0,6.0,28.0,10.0,16.0,2.0,0.0,2019-12-31
TEXAS,Kyle,49855.0,68.0,1.0,12.0,14.0,41.0,659.0,61.0,537.0,61.0,1.0,2019-12-31
TEXAS,Lacy-Lakeview,6720.0,17.0,0.0,9.0,2.0,6.0,194.0,36.0,145.0,13.0,1.0,2019-12-31
TEXAS,La Feria,7341.0,19.0,0.0,1.0,1.0,17.0,135.0,30.0,104.0,1.0,0.0,2019-12-31
TEXAS,Lago Vista,7255.0,18.0,0.0,10.0,0.0,8.0,56.0,19.0,36.0,1.0,2.0,2019-12-31
TEXAS,La Grange,4630.0,19.0,0.0,9.0,0.0,10.0,85.0,10.0,70.0,5.0,1.0,2019-12-31
TEXAS,La Grulla,1709.0,6.0,0.0,0.0,0.0,6.0,3.0,2.0,1.0,0.0,0.0,2019-12-31
TEXAS,Laguna Vista,3163.0,5.0,0.0,2.0,2.0,1.0,27.0,8.0,17.0,2.0,0.0,2019-12-31
TEXAS,Lake Dallas5,8052.0,22.0,1.0,3.0,2.0,16.0,117.0,20.0,84.0,13.0,1.0,2019-12-31
TEXAS,Lake Jackson,27624.0,57.0,2.0,10.0,12.0,33.0,703.0,84.0,597.0,22.0,2.0,2019-12-31
TEXAS,Lakeside,1614.0,3.0,0.0,0.0,0.0,3.0,26.0,5.0,16.0,5.0,0.0,2019-12-31
TEXAS,"Lakeview, Harrison County5",6361.0,5.0,0.0,1.0,0.0,4.0,48.0,5.0,39.0,4.0,0.0,2019-12-31
TEXAS,Lakeway,16248.0,9.0,0.0,1.0,3.0,5.0,146.0,21.0,120.0,5.0,0.0,2019-12-31
TEXAS,Lake Worth,4993.0,6.0,0.0,1.0,2.0,3.0,337.0,53.0,272.0,12.0,0.0,2019-12-31
TEXAS,La Marque,17088.0,71.0,2.0,10.0,17.0,42.0,776.0,103.0,617.0,56.0,0.0,2019-12-31
TEXAS,Lamesa,8997.0,74.0,2.0,7.0,12.0,53.0,398.0,109.0,271.0,18.0,1.0,2019-12-31
TEXAS,Lampasas,8067.0,15.0,0.0,3.0,1.0,11.0,206.0,20.0,180.0,6.0,1.0,2019-12-31
TEXAS,Lancaster,39795.0,147.0,0.0,8.0,53.0,86.0,1014.0,155.0,680.0,179.0,2.0,2019-12-31
TEXAS,La Porte5,35622.0,83.0,1.0,15.0,15.0,52.0,520.0,73.0,392.0,55.0,0.0,2019-12-31
TEXAS,Laredo5,264916.0,836.0,4.0,104.0,164.0,564.0,4692.0,708.0,3726.0,258.0,39.0,2019-12-31
TEXAS,La Vernia,1472.0,1.0,0.0,0.0,0.0,1.0,11.0,4.0,6.0,1.0,0.0,2019-12-31
TEXAS,Lavon,3755.0,4.0,0.0,0.0,1.0,3.0,22.0,1.0,21.0,0.0,0.0,2019-12-31
TEXAS,League City5,109401.0,121.0,3.0,56.0,14.0,48.0,1487.0,192.0,1209.0,86.0,4.0,2019-12-31
TEXAS,Leander5,61314.0,67.0,0.0,32.0,7.0,28.0,520.0,48.0,439.0,33.0,4.0,2019-12-31
TEXAS,Leon Valley,11644.0,14.0,1.0,0.0,4.0,9.0,539.0,51.0,436.0,52.0,0.0,2019-12-31
TEXAS,Levelland,13530.0,140.0,2.0,22.0,8.0,108.0,405.0,113.0,269.0,23.0,0.0,2019-12-31
TEXAS,Lewisville,108000.0,239.0,2.0,54.0,67.0,116.0,2125.0,266.0,1623.0,236.0,14.0,2019-12-31
TEXAS,Liberty,9471.0,26.0,0.0,5.0,2.0,19.0,216.0,29.0,181.0,6.0,1.0,2019-12-31
TEXAS,Liberty Hill,2757.0,2.0,0.0,1.0,0.0,1.0,17.0,7.0,8.0,2.0,0.0,2019-12-31
TEXAS,Linden,1926.0,3.0,0.0,0.0,1.0,2.0,32.0,8.0,22.0,2.0,0.0,2019-12-31
TEXAS,Littlefield,5911.0,30.0,0.0,5.0,3.0,22.0,126.0,30.0,86.0,10.0,0.0,2019-12-31
TEXAS,Live Oak,16280.0,33.0,0.0,2.0,9.0,22.0,645.0,41.0,570.0,34.0,2.0,2019-12-31
TEXAS,Livingston,5112.0,16.0,1.0,6.0,2.0,7.0,297.0,13.0,254.0,30.0,3.0,2019-12-31
TEXAS,Lockhart,14079.0,2.0,0.0,1.0,1.0,0.0,154.0,29.0,116.0,9.0,2.0,2019-12-31
TEXAS,Longview,81783.0,374.0,4.0,62.0,63.0,245.0,2410.0,411.0,1809.0,190.0,4.0,2019-12-31
TEXAS,Lorena,1776.0,11.0,0.0,2.0,0.0,9.0,32.0,1.0,28.0,3.0,0.0,2019-12-31
TEXAS,Los Fresnos,7992.0,53.0,0.0,1.0,1.0,51.0,124.0,12.0,108.0,4.0,0.0,2019-12-31
TEXAS,Lubbock,259208.0,2613.0,10.0,268.0,468.0,1867.0,11940.0,2391.0,8324.0,1225.0,85.0,2019-12-31
TEXAS,Lufkin5,35555.0,184.0,1.0,28.0,35.0,120.0,1558.0,261.0,1181.0,116.0,3.0,2019-12-31
TEXAS,Luling,6027.0,25.0,0.0,7.0,0.0,18.0,107.0,12.0,90.0,5.0,0.0,2019-12-31
TEXAS,Lumberton,13084.0,22.0,1.0,2.0,1.0,18.0,151.0,18.0,122.0,11.0,0.0,2019-12-31
TEXAS,Lyford,2545.0,4.0,0.0,3.0,0.0,1.0,22.0,6.0,14.0,2.0,0.0,2019-12-31
TEXAS,Lytle,3073.0,1.0,0.0,0.0,1.0,0.0,93.0,11.0,69.0,13.0,1.0,2019-12-31
TEXAS,Madisonville,4776.0,20.0,0.0,1.0,3.0,16.0,28.0,6.0,17.0,5.0,0.0,2019-12-31
TEXAS,Manor,12379.0,48.0,0.0,11.0,3.0,34.0,249.0,28.0,203.0,18.0,6.0,2019-12-31
TEXAS,Mansfield5,72979.0,65.0,1.0,24.0,13.0,27.0,766.0,87.0,633.0,46.0,1.0,2019-12-31
TEXAS,Manvel,12721.0,10.0,0.0,0.0,1.0,9.0,104.0,37.0,56.0,11.0,2.0,2019-12-31
TEXAS,Marble Falls,7047.0,23.0,0.0,5.0,1.0,17.0,251.0,52.0,191.0,8.0,1.0,2019-12-31
TEXAS,Marfa,1682.0,5.0,0.0,1.0,0.0,4.0,7.0,1.0,6.0,0.0,1.0,2019-12-31
TEXAS,Marshall4,23036.0,121.0,3.0,3.0,16.0,99.0,,207.0,,45.0,3.0,2019-12-31
TEXAS,Mathis,4768.0,21.0,1.0,2.0,3.0,15.0,112.0,31.0,72.0,9.0,3.0,2019-12-31
TEXAS,McAllen,144915.0,140.0,1.0,33.0,39.0,67.0,3595.0,152.0,3415.0,28.0,3.0,2019-12-31
TEXAS,McGregor,5235.0,21.0,0.0,5.0,2.0,14.0,34.0,11.0,22.0,1.0,0.0,2019-12-31
TEXAS,McKinney,200615.0,287.0,2.0,61.0,42.0,182.0,1993.0,255.0,1572.0,166.0,8.0,2019-12-31
TEXAS,Meadows Place,4616.0,5.0,0.0,0.0,1.0,4.0,148.0,14.0,121.0,13.0,0.0,2019-12-31
TEXAS,Melissa,11195.0,7.0,0.0,2.0,0.0,5.0,76.0,10.0,65.0,1.0,0.0,2019-12-31
TEXAS,Memorial Villages,12472.0,8.0,0.0,0.0,1.0,7.0,75.0,18.0,56.0,1.0,0.0,2019-12-31
TEXAS,Mercedes,16882.0,67.0,0.0,7.0,8.0,52.0,667.0,83.0,559.0,25.0,0.0,2019-12-31
TEXAS,Merkel,2623.0,17.0,0.0,8.0,2.0,7.0,17.0,7.0,7.0,3.0,1.0,2019-12-31
TEXAS,Mesquite,143078.0,685.0,6.0,45.0,244.0,390.0,5197.0,661.0,3660.0,876.0,7.0,2019-12-31
TEXAS,Mineola,4804.0,5.0,0.0,0.0,0.0,5.0,87.0,8.0,70.0,9.0,0.0,2019-12-31
TEXAS,Mineral Wells,14872.0,22.0,1.0,3.0,3.0,15.0,457.0,153.0,274.0,30.0,3.0,2019-12-31
TEXAS,Mission,85705.0,105.0,1.0,37.0,23.0,44.0,1618.0,161.0,1387.0,70.0,3.0,2019-12-31
TEXAS,Missouri City5,75747.0,107.0,1.0,13.0,26.0,67.0,811.0,109.0,645.0,57.0,4.0,2019-12-31
TEXAS,Monahans,7770.0,36.0,1.0,5.0,1.0,29.0,135.0,18.0,106.0,11.0,0.0,2019-12-31
TEXAS,Mont Belvieu,6647.0,11.0,0.0,1.0,1.0,9.0,168.0,16.0,121.0,31.0,0.0,2019-12-31
TEXAS,Morgans Point Resort,4637.0,5.0,0.0,3.0,1.0,1.0,10.0,3.0,5.0,2.0,0.0,2019-12-31
TEXAS,Mount Pleasant5,16307.0,90.0,2.0,26.0,11.0,51.0,465.0,72.0,369.0,24.0,2.0,2019-12-31
TEXAS,Muleshoe,5029.0,3.0,0.0,0.0,0.0,3.0,20.0,5.0,14.0,1.0,0.0,2019-12-31
TEXAS,Murphy,20962.0,9.0,0.0,2.0,2.0,5.0,105.0,9.0,92.0,4.0,0.0,2019-12-31
TEXAS,Mustang Ridge5,1001.0,11.0,0.0,2.0,0.0,9.0,35.0,3.0,23.0,9.0,0.0,2019-12-31
TEXAS,Nacogdoches,33613.0,111.0,2.0,12.0,27.0,70.0,864.0,159.0,647.0,58.0,2.0,2019-12-31
TEXAS,Naples5,1302.0,1.0,0.0,0.0,0.0,1.0,8.0,4.0,4.0,0.0,0.0,2019-12-31
TEXAS,Nash,3783.0,41.0,0.0,2.0,2.0,37.0,58.0,15.0,43.0,0.0,0.0,2019-12-31
TEXAS,Natalia,1602.0,4.0,0.0,1.0,0.0,3.0,16.0,3.0,10.0,3.0,0.0,2019-12-31
TEXAS,Navasota,7795.0,37.0,0.0,8.0,3.0,26.0,212.0,82.0,100.0,30.0,0.0,2019-12-31
TEXAS,Nederland,17557.0,62.0,1.0,13.0,6.0,42.0,332.0,52.0,243.0,37.0,0.0,2019-12-31
TEXAS,Needville,3094.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2019-12-31
TEXAS,New Boston,4663.0,72.0,0.0,0.0,0.0,72.0,211.0,37.0,172.0,2.0,0.0,2019-12-31
TEXAS,New Braunfels,88706.0,219.0,2.0,21.0,25.0,171.0,1120.0,209.0,805.0,106.0,3.0,2019-12-31
TEXAS,Newton5,2346.0,6.0,0.0,3.0,0.0,3.0,38.0,15.0,21.0,2.0,0.0,2019-12-31
TEXAS,Nixon,2482.0,6.0,0.0,0.0,0.0,6.0,11.0,5.0,3.0,3.0,2.0,2019-12-31
TEXAS,Nocona,2975.0,2.0,0.0,0.0,0.0,2.0,20.0,10.0,10.0,0.0,0.0,2019-12-31
TEXAS,Nolanville,5879.0,5.0,0.0,0.0,2.0,3.0,66.0,11.0,50.0,5.0,0.0,2019-12-31
TEXAS,Northeast5,3404.0,1.0,0.0,1.0,0.0,0.0,49.0,6.0,39.0,4.0,0.0,2019-12-31
TEXAS,Northlake,3341.0,5.0,0.0,2.0,0.0,3.0,58.0,8.0,43.0,7.0,2.0,2019-12-31
TEXAS,North Richland Hills,71816.0,143.0,1.0,39.0,24.0,79.0,1279.0,153.0,990.0,136.0,1.0,2019-12-31
TEXAS,Oak Ridge North,3174.0,3.0,0.0,0.0,1.0,2.0,37.0,2.0,33.0,2.0,0.0,2019-12-31
TEXAS,Odessa,123468.0,1282.0,13.0,141.0,128.0,1000.0,3624.0,469.0,2656.0,499.0,17.0,2019-12-31
TEXAS,Olmos Park5,2478.0,1.0,0.0,0.0,0.0,1.0,31.0,8.0,23.0,0.0,0.0,2019-12-31
TEXAS,Olney,3091.0,14.0,0.0,1.0,1.0,12.0,48.0,25.0,19.0,4.0,0.0,2019-12-31
TEXAS,Olton,2090.0,4.0,0.0,2.0,0.0,2.0,35.0,18.0,16.0,1.0,4.0,2019-12-31
TEXAS,Onalaska,2852.0,9.0,0.0,1.0,0.0,8.0,61.0,27.0,20.0,14.0,0.0,2019-12-31
TEXAS,Orange,18468.0,86.0,1.0,7.0,18.0,60.0,335.0,93.0,205.0,37.0,0.0,2019-12-31
TEXAS,Ore City5,1230.0,5.0,0.0,0.0,0.0,5.0,25.0,17.0,7.0,1.0,0.0,2019-12-31
TEXAS,Overton5,2510.0,1.0,0.0,0.0,0.0,1.0,18.0,7.0,10.0,1.0,0.0,2019-12-31
TEXAS,Ovilla,4232.0,1.0,0.0,0.0,0.0,1.0,12.0,2.0,10.0,0.0,0.0,2019-12-31
TEXAS,Oyster Creek5,1170.0,15.0,0.0,0.0,0.0,15.0,29.0,7.0,19.0,3.0,0.0,2019-12-31
TEXAS,Palacios,4561.0,15.0,0.0,2.0,0.0,13.0,95.0,14.0,81.0,0.0,0.0,2019-12-31
TEXAS,Palestine,18062.0,99.0,0.0,19.0,10.0,70.0,449.0,95.0,322.0,32.0,0.0,2019-12-31
TEXAS,Palmer,2079.0,0.0,0.0,0.0,0.0,0.0,33.0,4.0,29.0,0.0,0.0,2019-12-31
TEXAS,Palm Valley,1249.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,2019-12-31
TEXAS,Pampa,17150.0,127.0,0.0,17.0,6.0,104.0,654.0,143.0,483.0,28.0,0.0,2019-12-31
TEXAS,Panhandle,2322.0,7.0,0.0,0.0,0.0,7.0,25.0,12.0,8.0,5.0,0.0,2019-12-31
TEXAS,Pantego,2556.0,11.0,1.0,0.0,4.0,6.0,134.0,7.0,96.0,31.0,0.0,2019-12-31
TEXAS,Paris,24787.0,252.0,0.0,29.0,19.0,204.0,714.0,178.0,476.0,60.0,0.0,2019-12-31
TEXAS,Parker,4951.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,27.0,0.0,0.0,2019-12-31
TEXAS,Pasadena5,153689.0,839.0,8.0,82.0,182.0,567.0,3861.0,530.0,2789.0,542.0,7.0,2019-12-31
TEXAS,Patton Village,2095.0,5.0,0.0,1.0,0.0,4.0,21.0,2.0,13.0,6.0,0.0,2019-12-31
TEXAS,Pearland,126206.0,113.0,3.0,24.0,46.0,40.0,2071.0,247.0,1719.0,105.0,1.0,2019-12-31
TEXAS,Pearsall,10604.0,6.0,0.0,0.0,1.0,5.0,133.0,51.0,69.0,13.0,0.0,2019-12-31
TEXAS,Pecos5,10451.0,93.0,3.0,3.0,3.0,84.0,186.0,42.0,120.0,24.0,5.0,2019-12-31
TEXAS,Pelican Bay5,1818.0,0.0,0.0,0.0,0.0,0.0,36.0,14.0,22.0,0.0,1.0,2019-12-31
TEXAS,Penitas5,4915.0,7.0,0.0,1.0,0.0,6.0,95.0,27.0,63.0,5.0,2.0,2019-12-31
TEXAS,Perryton,8577.0,11.0,0.0,2.0,0.0,9.0,104.0,24.0,74.0,6.0,0.0,2019-12-31
TEXAS,Petersburg,1133.0,3.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,2.0,0.0,2019-12-31
TEXAS,Pflugerville,66729.0,64.0,1.0,0.0,19.0,44.0,829.0,74.0,664.0,91.0,1.0,2019-12-31
TEXAS,Pharr,80896.0,235.0,0.0,50.0,28.0,157.0,1423.0,235.0,1135.0,53.0,3.0,2019-12-31
TEXAS,Pittsburg,4720.0,20.0,0.0,4.0,1.0,15.0,64.0,7.0,53.0,4.0,1.0,2019-12-31
TEXAS,Plano,291611.0,431.0,3.0,90.0,144.0,194.0,4908.0,630.0,3831.0,447.0,14.0,2019-12-31
TEXAS,Pleasanton5,10911.0,36.0,0.0,8.0,8.0,20.0,289.0,30.0,239.0,20.0,0.0,2019-12-31
TEXAS,Ponder,2542.0,2.0,0.0,1.0,0.0,1.0,16.0,7.0,9.0,0.0,0.0,2019-12-31
TEXAS,Port Aransas,4260.0,7.0,0.0,0.0,0.0,7.0,205.0,14.0,164.0,27.0,0.0,2019-12-31
TEXAS,Port Arthur5,55084.0,344.0,9.0,29.0,84.0,222.0,1203.0,326.0,757.0,120.0,11.0,2019-12-31
TEXAS,Port Isabel,5058.0,8.0,1.0,0.0,0.0,7.0,148.0,26.0,122.0,0.0,0.0,2019-12-31
TEXAS,Portland,17604.0,20.0,0.0,1.0,5.0,14.0,318.0,33.0,269.0,16.0,1.0,2019-12-31
TEXAS,Port Neches,12808.0,37.0,0.0,6.0,1.0,30.0,198.0,35.0,146.0,17.0,0.0,2019-12-31
TEXAS,Poteet,3524.0,6.0,0.0,1.0,0.0,5.0,76.0,20.0,54.0,2.0,3.0,2019-12-31
TEXAS,Prairie View,6543.0,5.0,0.0,0.0,2.0,3.0,31.0,11.0,19.0,1.0,0.0,2019-12-31
TEXAS,Premont,2540.0,16.0,0.0,0.0,1.0,15.0,61.0,34.0,25.0,2.0,1.0,2019-12-31
