state,city,population,violent_crime,murder_and_nonnegligent_manslaughter,rape,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,arson,year
FLORIDA,Coral Gables,51530.0,50.0,0.0,4.0,17.0,29.0,1343.0,157.0,1103.0,83.0,4.0,2019-12-31
FLORIDA,Coral Springs,134967.0,195.0,2.0,40.0,55.0,98.0,2309.0,163.0,1977.0,169.0,2.0,2019-12-31
FLORIDA,Crescent City,1540.0,10.0,0.0,0.0,2.0,8.0,40.0,7.0,31.0,2.0,0.0,2019-12-31
FLORIDA,Crestview,25152.0,96.0,3.0,11.0,20.0,62.0,644.0,107.0,478.0,59.0,1.0,2019-12-31
FLORIDA,Cross City,1710.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2019-12-31
FLORIDA,Cutler Bay,45452.0,94.0,3.0,7.0,28.0,56.0,1328.0,63.0,1172.0,93.0,1.0,2019-12-31
FLORIDA,Dade City,7337.0,36.0,0.0,8.0,5.0,23.0,287.0,32.0,245.0,10.0,0.0,2019-12-31
FLORIDA,Dania Beach,32593.0,221.0,2.0,31.0,59.0,129.0,1006.0,112.0,780.0,114.0,2.0,2019-12-31
FLORIDA,Davenport,5814.0,5.0,0.0,0.0,0.0,5.0,76.0,22.0,44.0,10.0,0.0,2019-12-31
FLORIDA,Davie,108486.0,276.0,2.0,21.0,63.0,190.0,2796.0,203.0,2316.0,277.0,11.0,2019-12-31
FLORIDA,Daytona Beach,69834.0,794.0,13.0,18.0,109.0,654.0,2833.0,380.0,2213.0,240.0,10.0,2019-12-31
FLORIDA,Daytona Beach Shores,4579.0,9.0,0.0,0.0,2.0,7.0,107.0,19.0,80.0,8.0,0.0,2019-12-31
FLORIDA,Deerfield Beach,81602.0,351.0,6.0,31.0,99.0,215.0,2161.0,211.0,1703.0,247.0,2.0,2019-12-31
FLORIDA,DeFuniak Springs,6940.0,29.0,0.0,3.0,0.0,26.0,188.0,23.0,144.0,21.0,2.0,2019-12-31
FLORIDA,DeLand,34468.0,198.0,4.0,1.0,26.0,167.0,1126.0,182.0,873.0,71.0,4.0,2019-12-31
FLORIDA,Delray Beach,70509.0,336.0,5.0,33.0,87.0,211.0,2418.0,299.0,1914.0,205.0,1.0,2019-12-31
FLORIDA,Doral,64168.0,62.0,1.0,9.0,13.0,39.0,1475.0,66.0,1287.0,122.0,0.0,2019-12-31
FLORIDA,Dunedin,36743.0,39.0,0.0,6.0,5.0,28.0,472.0,46.0,391.0,35.0,1.0,2019-12-31
FLORIDA,Dunnellon,1830.0,8.0,0.0,1.0,1.0,6.0,92.0,22.0,70.0,0.0,0.0,2019-12-31
FLORIDA,Eatonville,2317.0,39.0,0.0,3.0,4.0,32.0,114.0,29.0,73.0,12.0,0.0,2019-12-31
FLORIDA,Edgewater,22926.0,22.0,0.0,0.0,1.0,21.0,361.0,108.0,224.0,29.0,0.0,2019-12-31
FLORIDA,Edgewood,3044.0,3.0,0.0,0.0,1.0,2.0,66.0,12.0,48.0,6.0,0.0,2019-12-31
FLORIDA,El Portal,2479.0,2.0,0.0,0.0,2.0,0.0,25.0,4.0,21.0,0.0,0.0,2019-12-31
FLORIDA,Eustis,21432.0,53.0,1.0,3.0,12.0,37.0,536.0,72.0,402.0,62.0,6.0,2019-12-31
FLORIDA,Fellsmere,5830.0,5.0,1.0,0.0,1.0,3.0,48.0,5.0,39.0,4.0,0.0,2019-12-31
FLORIDA,Fernandina Beach,12710.0,25.0,1.0,4.0,0.0,20.0,152.0,13.0,130.0,9.0,1.0,2019-12-31
FLORIDA,Flagler Beach,5157.0,3.0,0.0,1.0,0.0,2.0,41.0,5.0,33.0,3.0,0.0,2019-12-31
FLORIDA,Florida City,12180.0,319.0,4.0,5.0,70.0,240.0,885.0,77.0,756.0,52.0,1.0,2019-12-31
FLORIDA,Fort Lauderdale,184765.0,1098.0,21.0,93.0,408.0,576.0,9082.0,1275.0,6945.0,862.0,10.0,2019-12-31
FLORIDA,Fort Myers,85127.0,486.0,9.0,34.0,94.0,349.0,1952.0,245.0,1553.0,154.0,6.0,2019-12-31
FLORIDA,Fort Pierce,46597.0,259.0,10.0,19.0,66.0,164.0,1342.0,151.0,1051.0,140.0,3.0,2019-12-31
FLORIDA,Fort Walton Beach,22645.0,68.0,2.0,18.0,1.0,47.0,475.0,59.0,372.0,44.0,1.0,2019-12-31
FLORIDA,Fruitland Park,11410.0,25.0,1.0,2.0,1.0,21.0,119.0,53.0,65.0,1.0,0.0,2019-12-31
FLORIDA,Gainesville,135085.0,928.0,2.0,153.0,185.0,588.0,4712.0,501.0,3803.0,408.0,6.0,2019-12-31
FLORIDA,Golden Beach,964.0,1.0,0.0,1.0,0.0,0.0,15.0,0.0,12.0,3.0,0.0,2019-12-31
FLORIDA,Graceville,2191.0,15.0,0.0,0.0,0.0,15.0,53.0,35.0,15.0,3.0,0.0,2019-12-31
FLORIDA,Greenacres City,41525.0,117.0,1.0,10.0,35.0,71.0,740.0,63.0,640.0,37.0,0.0,2019-12-31
FLORIDA,Green Cove Springs,8505.0,30.0,0.0,8.0,3.0,19.0,182.0,27.0,144.0,11.0,0.0,2019-12-31
FLORIDA,Gretna,1509.0,5.0,0.0,1.0,3.0,1.0,10.0,10.0,0.0,0.0,0.0,2019-12-31
FLORIDA,Groveland,15667.0,26.0,0.0,6.0,3.0,17.0,235.0,33.0,190.0,12.0,0.0,2019-12-31
FLORIDA,Gulf Breeze,6843.0,5.0,1.0,0.0,0.0,4.0,71.0,11.0,58.0,2.0,1.0,2019-12-31
FLORIDA,Gulfport,12449.0,28.0,0.0,4.0,5.0,19.0,391.0,30.0,322.0,39.0,1.0,2019-12-31
FLORIDA,Gulf Stream,891.0,2.0,0.0,0.0,0.0,2.0,15.0,2.0,12.0,1.0,0.0,2019-12-31
FLORIDA,Haines City,25746.0,45.0,1.0,2.0,16.0,26.0,493.0,50.0,407.0,36.0,1.0,2019-12-31
FLORIDA,Hallandale Beach,40297.0,178.0,2.0,12.0,57.0,107.0,1244.0,97.0,1028.0,119.0,1.0,2019-12-31
FLORIDA,Havana,1701.0,2.0,0.0,0.0,0.0,2.0,59.0,17.0,29.0,13.0,0.0,2019-12-31
FLORIDA,Hialeah,240688.0,503.0,6.0,30.0,159.0,308.0,4893.0,342.0,3985.0,566.0,11.0,2019-12-31
FLORIDA,Hialeah Gardens,24337.0,30.0,0.0,1.0,2.0,27.0,624.0,52.0,524.0,48.0,1.0,2019-12-31
FLORIDA,Highland Beach,3951.0,4.0,0.0,2.0,0.0,2.0,40.0,6.0,28.0,6.0,0.0,2019-12-31
FLORIDA,High Springs,6252.0,28.0,0.0,3.0,1.0,24.0,152.0,34.0,110.0,8.0,0.0,2019-12-31
FLORIDA,Hillsboro Beach,2038.0,2.0,0.0,0.0,1.0,1.0,12.0,0.0,11.0,1.0,0.0,2019-12-31
FLORIDA,Holly Hill,12403.0,46.0,0.0,2.0,10.0,34.0,335.0,59.0,236.0,40.0,1.0,2019-12-31
FLORIDA,Hollywood,156643.0,456.0,10.0,45.0,148.0,253.0,4159.0,536.0,3187.0,436.0,5.0,2019-12-31
FLORIDA,Holmes Beach,4355.0,0.0,0.0,0.0,0.0,0.0,42.0,5.0,36.0,1.0,0.0,2019-12-31
FLORIDA,Homestead,71757.0,684.0,4.0,35.0,303.0,342.0,2272.0,184.0,1957.0,131.0,8.0,2019-12-31
FLORIDA,Howey-in-the-Hills,1185.0,3.0,0.0,0.0,0.0,3.0,15.0,2.0,12.0,1.0,0.0,2019-12-31
FLORIDA,Hypoluxo,2808.0,2.0,0.0,0.0,2.0,0.0,38.0,3.0,29.0,6.0,0.0,2019-12-31
FLORIDA,Indialantic,2937.0,4.0,0.0,0.0,1.0,3.0,63.0,6.0,50.0,7.0,0.0,2019-12-31
FLORIDA,Indian Creek Village,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-31
FLORIDA,Indian Harbour Beach,8616.0,4.0,0.0,0.0,1.0,3.0,85.0,5.0,76.0,4.0,0.0,2019-12-31
FLORIDA,Indian River Shores,4302.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,2019-12-31
FLORIDA,Indian Rocks Beach,4315.0,8.0,0.0,2.0,0.0,6.0,67.0,6.0,55.0,6.0,0.0,2019-12-31
FLORIDA,Indian Shores,3816.0,1.0,0.0,0.0,0.0,1.0,23.0,1.0,21.0,1.0,0.0,2019-12-31
FLORIDA,Jacksonville,909142.0,5886.0,129.0,554.0,1294.0,3909.0,30088.0,4906.0,22373.0,2809.0,82.0,2019-12-31
FLORIDA,Jacksonville Beach,23974.0,113.0,1.0,24.0,21.0,67.0,856.0,58.0,743.0,55.0,1.0,2019-12-31
FLORIDA,Jasper,4057.0,5.0,0.0,0.0,0.0,5.0,40.0,7.0,31.0,2.0,0.0,2019-12-31
FLORIDA,Jay,632.0,2.0,0.0,1.0,1.0,0.0,7.0,1.0,5.0,1.0,0.0,2019-12-31
FLORIDA,Jennings,862.0,3.0,0.0,0.0,0.0,3.0,5.0,1.0,4.0,0.0,0.0,2019-12-31
FLORIDA,Juno Beach,3709.0,1.0,0.0,0.0,1.0,0.0,37.0,8.0,25.0,4.0,0.0,2019-12-31
FLORIDA,Jupiter,66906.0,118.0,2.0,17.0,22.0,77.0,1035.0,79.0,895.0,61.0,4.0,2019-12-31
FLORIDA,Jupiter Inlet Colony,459.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019-12-31
FLORIDA,Jupiter Island,934.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,6.0,0.0,0.0,2019-12-31
FLORIDA,Kenneth City,5074.0,18.0,0.0,4.0,3.0,11.0,134.0,7.0,117.0,10.0,0.0,2019-12-31
FLORIDA,Key Biscayne,13248.0,5.0,0.0,1.0,2.0,2.0,175.0,11.0,146.0,18.0,0.0,2019-12-31
FLORIDA,Key Colony Beach,816.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,0.0,0.0,2019-12-31
FLORIDA,Key West,24554.0,96.0,0.0,17.0,11.0,68.0,734.0,72.0,591.0,71.0,1.0,2019-12-31
FLORIDA,Kissimmee,75544.0,368.0,3.0,42.0,54.0,269.0,1899.0,257.0,1504.0,138.0,4.0,2019-12-31
FLORIDA,Lady Lake,15835.0,16.0,0.0,1.0,0.0,15.0,281.0,19.0,237.0,25.0,0.0,2019-12-31
FLORIDA,Lake Alfred,6123.0,3.0,0.0,0.0,0.0,3.0,37.0,12.0,21.0,4.0,0.0,2019-12-31
FLORIDA,Lake City,12141.0,161.0,2.0,4.0,28.0,127.0,781.0,129.0,639.0,13.0,2.0,2019-12-31
FLORIDA,Lake Clarke Shores,3657.0,4.0,0.0,0.0,0.0,4.0,43.0,7.0,33.0,3.0,0.0,2019-12-31
FLORIDA,Lake Hamilton,1472.0,2.0,0.0,0.0,0.0,2.0,55.0,20.0,30.0,5.0,0.0,2019-12-31
FLORIDA,Lake Helen,2837.0,3.0,0.0,0.0,0.0,3.0,28.0,5.0,18.0,5.0,0.0,2019-12-31
FLORIDA,Lakeland,112237.0,350.0,7.0,63.0,97.0,183.0,3230.0,438.0,2589.0,203.0,7.0,2019-12-31
FLORIDA,Lake Mary,17778.0,20.0,0.0,2.0,1.0,17.0,204.0,35.0,154.0,15.0,0.0,2019-12-31
FLORIDA,Lake Park,8670.0,86.0,2.0,7.0,32.0,45.0,700.0,40.0,605.0,55.0,2.0,2019-12-31
FLORIDA,Lake Placid,2459.0,14.0,0.0,1.0,5.0,8.0,105.0,14.0,91.0,0.0,0.0,2019-12-31
FLORIDA,Lake Wales,16901.0,55.0,0.0,1.0,8.0,46.0,358.0,54.0,275.0,29.0,1.0,2019-12-31
FLORIDA,Lake Worth,38703.0,409.0,6.0,37.0,145.0,221.0,1201.0,183.0,884.0,134.0,4.0,2019-12-31
FLORIDA,Lantana,12033.0,78.0,0.0,8.0,23.0,47.0,561.0,48.0,470.0,43.0,0.0,2019-12-31
FLORIDA,Largo,85740.0,329.0,5.0,71.0,74.0,179.0,2348.0,202.0,1991.0,155.0,10.0,2019-12-31
FLORIDA,Lauderdale-by-the-Sea,6745.0,17.0,1.0,3.0,0.0,13.0,96.0,6.0,82.0,8.0,0.0,2019-12-31
FLORIDA,Lauderdale Lakes,36784.0,329.0,2.0,28.0,77.0,222.0,965.0,103.0,750.0,112.0,8.0,2019-12-31
FLORIDA,Lauderhill,72746.0,571.0,13.0,42.0,103.0,413.0,2131.0,361.0,1541.0,229.0,6.0,2019-12-31
FLORIDA,Lawtey,722.0,4.0,0.0,0.0,0.0,4.0,5.0,2.0,3.0,0.0,1.0,2019-12-31
FLORIDA,Leesburg,23527.0,172.0,1.0,20.0,31.0,120.0,1194.0,199.0,895.0,100.0,3.0,2019-12-31
FLORIDA,Lighthouse Point,11403.0,9.0,0.0,1.0,4.0,4.0,183.0,13.0,153.0,17.0,0.0,2019-12-31
FLORIDA,Live Oak,6988.0,64.0,0.0,0.0,8.0,56.0,160.0,76.0,71.0,13.0,0.0,2019-12-31
FLORIDA,Longboat Key,7379.0,0.0,0.0,0.0,0.0,0.0,59.0,7.0,52.0,0.0,0.0,2019-12-31
FLORIDA,Longwood,15320.0,44.0,0.0,4.0,9.0,31.0,399.0,65.0,305.0,29.0,0.0,2019-12-31
FLORIDA,Loxatachee Groves,3614.0,11.0,0.0,1.0,1.0,9.0,102.0,9.0,76.0,17.0,0.0,2019-12-31
FLORIDA,Lynn Haven,21859.0,29.0,0.0,5.0,4.0,20.0,310.0,38.0,250.0,22.0,0.0,2019-12-31
FLORIDA,Madeira Beach,4346.0,14.0,0.0,2.0,1.0,11.0,142.0,9.0,129.0,4.0,0.0,2019-12-31
FLORIDA,Maitland,18222.0,28.0,0.0,2.0,3.0,23.0,339.0,85.0,225.0,29.0,0.0,2019-12-31
FLORIDA,Manalapan,474.0,3.0,0.0,0.0,0.0,3.0,18.0,3.0,15.0,0.0,0.0,2019-12-31
FLORIDA,Mangonia Park,2033.0,33.0,0.0,3.0,11.0,19.0,177.0,10.0,160.0,7.0,1.0,2019-12-31
FLORIDA,Marco Island,18124.0,7.0,0.0,1.0,2.0,4.0,83.0,7.0,74.0,2.0,0.0,2019-12-31
FLORIDA,Margate,59371.0,99.0,1.0,9.0,28.0,61.0,935.0,99.0,731.0,105.0,2.0,2019-12-31
FLORIDA,Marianna,7034.0,65.0,0.0,6.0,7.0,52.0,185.0,57.0,110.0,18.0,0.0,2019-12-31
FLORIDA,Mascotte,5977.0,49.0,2.0,1.0,3.0,43.0,129.0,52.0,72.0,5.0,1.0,2019-12-31
FLORIDA,Medley,896.0,11.0,0.0,0.0,3.0,8.0,179.0,28.0,130.0,21.0,0.0,2019-12-31
FLORIDA,Melbourne,83668.0,579.0,1.0,80.0,87.0,411.0,2802.0,439.0,2219.0,144.0,15.0,2019-12-31
FLORIDA,Melbourne Beach,3313.0,2.0,0.0,0.0,0.0,2.0,30.0,3.0,26.0,1.0,0.0,2019-12-31
FLORIDA,Melbourne Village,702.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,12.0,1.0,0.0,2019-12-31
FLORIDA,Mexico Beach,1243.0,4.0,0.0,0.0,0.0,4.0,29.0,8.0,19.0,2.0,0.0,2019-12-31
FLORIDA,Miami,480505.0,2850.0,43.0,152.0,769.0,1886.0,17624.0,1771.0,14219.0,1634.0,37.0,2019-12-31
FLORIDA,Miami Beach,92185.0,852.0,6.0,92.0,284.0,470.0,6977.0,717.0,5894.0,366.0,10.0,2019-12-31
FLORIDA,Miami Gardens,113786.0,841.0,26.0,14.0,244.0,557.0,4311.0,371.0,3467.0,473.0,12.0,2019-12-31
FLORIDA,Miami Lakes,31907.0,33.0,0.0,3.0,14.0,16.0,600.0,34.0,499.0,67.0,0.0,2019-12-31
FLORIDA,Miami Shores,10572.0,23.0,0.0,1.0,11.0,11.0,572.0,57.0,493.0,22.0,0.0,2019-12-31
FLORIDA,Miami Springs,14374.0,36.0,0.0,6.0,11.0,19.0,381.0,39.0,301.0,41.0,0.0,2019-12-31
FLORIDA,Milton,10460.0,20.0,0.0,6.0,3.0,11.0,187.0,73.0,102.0,12.0,0.0,2019-12-31
FLORIDA,Minneola,12506.0,15.0,0.0,2.0,3.0,10.0,108.0,21.0,71.0,16.0,1.0,2019-12-31
FLORIDA,Miramar,143334.0,310.0,3.0,29.0,71.0,207.0,1947.0,191.0,1490.0,266.0,3.0,2019-12-31
FLORIDA,Monticello,2413.0,6.0,0.0,0.0,2.0,4.0,60.0,23.0,35.0,2.0,0.0,2019-12-31
FLORIDA,Mount Dora,14491.0,64.0,0.0,2.0,10.0,52.0,568.0,103.0,426.0,39.0,0.0,2019-12-31
FLORIDA,Naples,22369.0,11.0,1.0,2.0,1.0,7.0,323.0,29.0,275.0,19.0,0.0,2019-12-31
FLORIDA,Neptune Beach,7332.0,12.0,0.0,0.0,3.0,9.0,112.0,14.0,90.0,8.0,0.0,2019-12-31
FLORIDA,New Port Richey,16703.0,132.0,0.0,10.0,22.0,100.0,505.0,79.0,407.0,19.0,1.0,2019-12-31
FLORIDA,New Smyrna Beach,27743.0,67.0,0.0,0.0,10.0,57.0,562.0,107.0,424.0,31.0,0.0,2019-12-31
FLORIDA,Niceville,15947.0,11.0,0.0,1.0,0.0,10.0,204.0,24.0,169.0,11.0,0.0,2019-12-31
FLORIDA,North Bay Village,8425.0,13.0,0.0,1.0,4.0,8.0,104.0,3.0,78.0,23.0,0.0,2019-12-31
FLORIDA,North Lauderdale,44808.0,230.0,7.0,32.0,71.0,120.0,817.0,81.0,639.0,97.0,2.0,2019-12-31
FLORIDA,North Miami,63547.0,507.0,4.0,28.0,166.0,309.0,2425.0,275.0,1890.0,260.0,5.0,2019-12-31
FLORIDA,North Miami Beach,46307.0,279.0,1.0,21.0,94.0,163.0,1566.0,176.0,1254.0,136.0,3.0,2019-12-31
FLORIDA,North Palm Beach,13273.0,10.0,0.0,1.0,2.0,7.0,111.0,14.0,80.0,17.0,0.0,2019-12-31
FLORIDA,North Port,70181.0,95.0,1.0,22.0,8.0,64.0,967.0,89.0,847.0,31.0,3.0,2019-12-31
FLORIDA,North Redington Beach,1485.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,6.0,1.0,0.0,2019-12-31
FLORIDA,Oakland,3160.0,17.0,0.0,0.0,3.0,14.0,63.0,36.0,21.0,6.0,0.0,2019-12-31
FLORIDA,Oakland Park,45857.0,294.0,3.0,28.0,86.0,177.0,1770.0,229.0,1400.0,141.0,2.0,2019-12-31
FLORIDA,Ocala,60932.0,493.0,7.0,52.0,108.0,326.0,2548.0,252.0,2131.0,165.0,17.0,2019-12-31
FLORIDA,Ocean Ridge,1978.0,1.0,0.0,0.0,0.0,1.0,31.0,6.0,20.0,5.0,0.0,2019-12-31
FLORIDA,Ocoee,49451.0,155.0,3.0,14.0,38.0,100.0,1333.0,196.0,1052.0,85.0,3.0,2019-12-31
FLORIDA,Okeechobee,5741.0,13.0,0.0,0.0,3.0,10.0,196.0,15.0,166.0,15.0,0.0,2019-12-31
FLORIDA,Oldsmar,14990.0,17.0,0.0,5.0,4.0,8.0,215.0,17.0,188.0,10.0,1.0,2019-12-31
FLORIDA,Opa Locka,16501.0,323.0,11.0,10.0,67.0,235.0,1013.0,188.0,712.0,113.0,4.0,2019-12-31
FLORIDA,Orange City,11920.0,24.0,0.0,2.0,4.0,18.0,645.0,42.0,573.0,30.0,0.0,2019-12-31
FLORIDA,Orange Park,8852.0,13.0,0.0,4.0,1.0,8.0,153.0,19.0,123.0,11.0,1.0,2019-12-31
FLORIDA,Orlando,292120.0,2157.0,25.0,204.0,536.0,1392.0,14100.0,1464.0,11362.0,1274.0,15.0,2019-12-31
FLORIDA,Ormond Beach,44005.0,133.0,1.0,13.0,15.0,104.0,1119.0,158.0,894.0,67.0,2.0,2019-12-31
FLORIDA,Oviedo,42684.0,56.0,0.0,17.0,11.0,28.0,292.0,58.0,219.0,15.0,0.0,2019-12-31
FLORIDA,Pahokee,6335.0,59.0,0.0,6.0,3.0,50.0,160.0,34.0,116.0,10.0,2.0,2019-12-31
FLORIDA,Palatka,10450.0,53.0,0.0,1.0,11.0,41.0,499.0,71.0,408.0,20.0,0.0,2019-12-31
FLORIDA,Palm Bay,115520.0,396.0,8.0,71.0,59.0,258.0,1981.0,334.0,1499.0,148.0,5.0,2019-12-31
FLORIDA,Palm Beach,8884.0,8.0,0.0,0.0,0.0,8.0,97.0,15.0,69.0,13.0,0.0,2019-12-31
FLORIDA,Palm Beach Gardens,57236.0,78.0,1.0,9.0,22.0,46.0,1295.0,71.0,1173.0,51.0,0.0,2019-12-31
FLORIDA,Palm Beach Shores,1278.0,2.0,0.0,0.0,0.0,2.0,21.0,6.0,13.0,2.0,0.0,2019-12-31
FLORIDA,Palmetto,13855.0,78.0,1.0,8.0,8.0,61.0,353.0,39.0,297.0,17.0,0.0,2019-12-31
FLORIDA,Palmetto Bay,24730.0,43.0,0.0,9.0,12.0,22.0,649.0,71.0,540.0,38.0,1.0,2019-12-31
FLORIDA,Palm Springs,25303.0,161.0,1.0,5.0,35.0,120.0,957.0,131.0,757.0,69.0,0.0,2019-12-31
FLORIDA,Panama City,37199.0,228.0,2.0,5.0,42.0,179.0,1914.0,384.0,1308.0,222.0,7.0,2019-12-31
FLORIDA,Panama City Beach,13266.0,133.0,2.0,20.0,16.0,95.0,842.0,90.0,748.0,4.0,0.0,2019-12-31
FLORIDA,Parker,4616.0,21.0,0.0,5.0,2.0,14.0,100.0,25.0,68.0,7.0,0.0,2019-12-31
FLORIDA,Parkland,35244.0,9.0,0.0,2.0,2.0,5.0,189.0,16.0,151.0,22.0,0.0,2019-12-31
FLORIDA,Pembroke Park,6798.0,51.0,2.0,4.0,10.0,35.0,216.0,31.0,162.0,23.0,1.0,2019-12-31
FLORIDA,Pembroke Pines,174641.0,355.0,7.0,36.0,71.0,241.0,3344.0,205.0,2873.0,266.0,1.0,2019-12-31
FLORIDA,Pensacola,52801.0,312.0,3.0,35.0,38.0,236.0,1888.0,287.0,1508.0,93.0,3.0,2019-12-31
FLORIDA,Perry,6918.0,70.0,0.0,2.0,3.0,65.0,288.0,98.0,174.0,16.0,0.0,2019-12-31
FLORIDA,Pinellas Park,53589.0,206.0,3.0,40.0,52.0,111.0,2038.0,192.0,1753.0,93.0,4.0,2019-12-31
FLORIDA,Plantation,95474.0,211.0,2.0,10.0,91.0,108.0,2578.0,161.0,2152.0,265.0,4.0,2019-12-31
FLORIDA,Plant City,39725.0,162.0,3.0,6.0,31.0,122.0,1073.0,90.0,872.0,111.0,7.0,2019-12-31
FLORIDA,Pompano Beach,113536.0,900.0,8.0,73.0,317.0,502.0,4277.0,661.0,3058.0,558.0,8.0,2019-12-31
FLORIDA,Ponce Inlet,3315.0,0.0,0.0,0.0,0.0,0.0,32.0,6.0,24.0,2.0,0.0,2019-12-31
FLORIDA,Port Orange,65278.0,30.0,0.0,1.0,6.0,23.0,1178.0,157.0,946.0,75.0,0.0,2019-12-31
FLORIDA,Port St. Joe,3579.0,7.0,0.0,0.0,1.0,6.0,40.0,11.0,28.0,1.0,0.0,2019-12-31
FLORIDA,Port St. Lucie,199433.0,293.0,7.0,43.0,47.0,196.0,1696.0,177.0,1438.0,81.0,4.0,2019-12-31
FLORIDA,Punta Gorda,20458.0,18.0,0.0,0.0,4.0,14.0,278.0,11.0,260.0,7.0,0.0,2019-12-31
FLORIDA,Quincy,7143.0,55.0,1.0,4.0,11.0,39.0,345.0,242.0,96.0,7.0,1.0,2019-12-31
FLORIDA,Redington Beaches,1488.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,20.0,4.0,0.0,2019-12-31
FLORIDA,Riviera Beach,35130.0,346.0,7.0,20.0,71.0,248.0,1466.0,186.0,1141.0,139.0,7.0,2019-12-31
FLORIDA,Rockledge,28078.0,62.0,1.0,6.0,7.0,48.0,389.0,59.0,289.0,41.0,3.0,2019-12-31
FLORIDA,Royal Palm Beach,40802.0,57.0,1.0,7.0,10.0,39.0,655.0,31.0,581.0,43.0,1.0,2019-12-31
FLORIDA,Safety Harbor,18178.0,17.0,1.0,3.0,1.0,12.0,165.0,20.0,139.0,6.0,0.0,2019-12-31
FLORIDA,Sanford,60844.0,497.0,2.0,62.0,116.0,317.0,2127.0,315.0,1689.0,123.0,1.0,2019-12-31
FLORIDA,Sanibel,7525.0,3.0,0.0,0.0,0.0,3.0,45.0,3.0,42.0,0.0,0.0,2019-12-31
FLORIDA,Sarasota,58470.0,319.0,4.0,28.0,66.0,221.0,1857.0,264.0,1462.0,131.0,1.0,2019-12-31
FLORIDA,Satellite Beach,11219.0,11.0,0.0,2.0,1.0,8.0,69.0,16.0,45.0,8.0,0.0,2019-12-31
FLORIDA,Sea Ranch Lakes,626.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,2019-12-31
FLORIDA,Sebastian,26232.0,19.0,0.0,6.0,4.0,9.0,297.0,20.0,262.0,15.0,0.0,2019-12-31
FLORIDA,Sebring,11008.0,57.0,6.0,9.0,13.0,29.0,481.0,131.0,339.0,11.0,2.0,2019-12-31
FLORIDA,Seminole,19073.0,24.0,0.0,4.0,4.0,16.0,507.0,35.0,457.0,15.0,1.0,2019-12-31
FLORIDA,Sewall's Point,2244.0,2.0,0.0,0.0,2.0,0.0,12.0,0.0,11.0,1.0,0.0,2019-12-31
FLORIDA,Sneads,1792.0,4.0,0.0,0.0,0.0,4.0,26.0,15.0,3.0,8.0,0.0,2019-12-31
FLORIDA,South Bay,5225.0,36.0,1.0,2.0,6.0,27.0,92.0,13.0,73.0,6.0,1.0,2019-12-31
FLORIDA,South Daytona,13159.0,30.0,0.0,1.0,6.0,23.0,211.0,54.0,132.0,25.0,0.0,2019-12-31
FLORIDA,South Miami,12284.0,39.0,1.0,1.0,10.0,27.0,475.0,84.0,366.0,25.0,0.0,2019-12-31
FLORIDA,South Palm Beach,1486.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2019-12-31
FLORIDA,South Pasadena,5137.0,4.0,0.0,0.0,0.0,4.0,130.0,8.0,119.0,3.0,0.0,2019-12-31
FLORIDA,Southwest Ranches,8061.0,7.0,0.0,1.0,1.0,5.0,146.0,29.0,94.0,23.0,0.0,2019-12-31
FLORIDA,Springfield,9517.0,51.0,0.0,5.0,13.0,33.0,309.0,87.0,192.0,30.0,1.0,2019-12-31
FLORIDA,Starke,5402.0,43.0,1.0,0.0,3.0,39.0,212.0,14.0,185.0,13.0,0.0,2019-12-31
FLORIDA,St. Augustine,14778.0,107.0,1.0,19.0,14.0,73.0,440.0,58.0,357.0,25.0,3.0,2019-12-31
FLORIDA,St. Augustine Beach,7137.0,4.0,0.0,1.0,0.0,3.0,85.0,9.0,75.0,1.0,0.0,2019-12-31
FLORIDA,St. Cloud,56560.0,106.0,2.0,16.0,5.0,83.0,636.0,102.0,498.0,36.0,4.0,2019-12-31
FLORIDA,St. Pete Beach,9689.0,15.0,0.0,5.0,2.0,8.0,205.0,16.0,177.0,12.0,0.0,2019-12-31
FLORIDA,St. Petersburg,267696.0,1594.0,17.0,125.0,297.0,1155.0,8592.0,1044.0,6765.0,783.0,27.0,2019-12-31
FLORIDA,Stuart,16424.0,53.0,2.0,13.0,9.0,29.0,402.0,27.0,355.0,20.0,1.0,2019-12-31
FLORIDA,Sunny Isles Beach,22476.0,33.0,1.0,7.0,7.0,18.0,355.0,20.0,307.0,28.0,0.0,2019-12-31
FLORIDA,Sunrise,96919.0,191.0,4.0,17.0,63.0,107.0,2014.0,157.0,1673.0,184.0,3.0,2019-12-31
